Year,Month,Date,Forest_type,Observers,Sample.Label,Count_Point,Time_Detected,distance,Noise_Level,Effort,Area,Region.Label,detection_type,Notes
2020,September,9102020,PIAL,DT/DS,Dunraven,5,3,175,0,4,77.715,YELL,A,
2020,August,8072020,PIAL,TM/AD,DeLacy South,4,2,350,4,4,77.715,YELL,A,
2020,August,8072020,PIAL,TM/AD,DeLacy South,4,2,51,4,4,77.715,YELL,A,"HS (PIAL), PV"
2020,August,8072020,PIAL,TM/AD,DeLacy South,4,3,450,4,4,77.715,YELL,A,"Juvi, could be same as pt. 2"
2020,August,8072020,PIAL,TM/AD,DeLacy South,5,1,600,3,4,77.715,YELL,A,"Juvi, could be same as pt.1"
2020,August,8072020,PIAL,TM/AD,DeLacy South,5,1,600,3,4,77.715,YELL,A,"Juvi, could be same as pt. 1"
2020,August,8072020,PIAL,TM/AD,DeLacy South,5,2,48,3,4,77.715,YELL,A,
2020,August,8072020,PIAL,TM/AD,DeLacy South,5,3,400,3,4,77.715,YELL,A,
2020,September,9092020,PIAL,DT/WW,DeLacy South,4,3,38,2,4,77.715,YELL,V,"HS, PQ"
2020,September,9082020,PSME,TM/LW,Trout Lake,5,1,37,2,4,77.715,YELL,V,PQ; PIEN
2020,September,9082020,PICO,DT/WW,Canyon,1,3,38,1,4,77.715,YELL,V,
2020,September,9082020,PICO,DT/WW,Canyon,5,1,70,0,4,77.715,YELL,A,
2020,September,9072020,PSME,TM/WW,Bear Jam,2,2,400,2,4,77.715,YELL,A,
2020,September,9072020,PSME,TM/WW,Bear Jam,2,2,175,2,4,77.715,YELL,A,
2020,September,9072020,PSME,TM/WW,Bear Jam,2,2,275,2,4,77.715,YELL,A,
2020,September,9072020,PSME,TM/WW,Bear Jam,3,1,71,2,4,77.715,YELL,V,PV
2020,September,9072020,PSME,TM/WW,Bear Jam,4,2,161,2,4,77.715,YELL,V,PV
2020,September,9072020,PSME,TM/WW,Bear Jam,4,2,181,2,4,77.715,YELL,A,
2020,September,9072020,PSME,TM/WW,Bear Jam,5,1,91,3,4,77.715,YELL,V,PQ; C; PSME
2020,September,9072020,PSME,TM/WW,Bear Jam,5,3,94,3,4,77.715,YELL,V,PQ; snag; full throat pouch
2020,September,9062020,PIEN,TM/DT,Baronette,1,2,40,2,4,77.715,YELL,A,
2020,September,9062020,PIFL,TM/DT,Confluence,1,1,180,3,4,77.715,YELL,V,HS (PIFL)
2020,September,9062020,PIFL,TM/DT,Confluence,1,1,58,3,4,77.715,YELL,V,HS (PIFL)
2020,September,9062020,PIFL,TM/DT,Confluence,1,1,176,3,4,77.715,YELL,V,HS (PIFL)
2020,September,9062020,PIFL,TM/DT,Confluence,1,1,299,3,4,77.715,YELL,V,HS (PIFL)
2020,September,9062020,PIFL,TM/DT,Confluence,1,2,260,3,4,77.715,YELL,V,PV (PIFL)
2020,September,9062020,PIFL,TM/DT,Confluence,1,3,158,3,4,77.715,YELL,V,HS (PIFL)
2020,September,9062020,PIFL,TM/DT,Confluence,1,1,163,3,4,77.715,YELL,V,PV (PIFL)
2020,September,9062020,PIFL,TM/DT,Confluence,2,1,11.5,2,4,77.715,YELL,V,HS (PIFL)
2020,September,9062020,PIFL,TM/DT,Confluence,2,1,36,2,4,77.715,YELL,V,PQ (PSME)
2020,September,9062020,PIFL,TM/DT,Confluence,2,2,169,2,4,77.715,YELL,V,
2020,September,9062020,PIFL,TM/DT,Confluence,2,2,300,2,4,77.715,YELL,A,
2020,September,9062020,PIFL,TM/DT,Confluence,2,2,37,2,4,77.715,YELL,V,PQ (PSME)
2020,September,9062020,PIFL,TM/DT,Confluence,2,2,71,2,4,77.715,YELL,V,PQ (PSME)
2020,September,9062020,PIFL,TM/DT,Confluence,3,1,86,3,4,77.715,YELL,V,
2020,September,9062020,PIFL,TM/DT,Confluence,3,1,121,3,4,77.715,YELL,V,PQ; Inspecting cones (PIFL)
2020,September,9062020,PIFL,TM/DT,Confluence,3,3,125,3,4,77.715,YELL,V,HS; PV (PIFL)
2020,September,9062020,PIFL,TM/DT,Confluence,3,3,125,3,4,77.715,YELL,V,HS; PV (PIFL)
2020,September,9062020,PIFL,TM/DT,Confluence,3,3,125,3,4,77.715,YELL,V,HS; PV (PIFL)
2020,September,9062020,PIFL,TM/DT,Confluence,4,1,200,3,4,77.715,YELL,A,
2020,September,9062020,PIFL,TM/DT,Confluence,4,1,84,3,4,77.715,YELL,V,PV (PSME)
2020,September,9062020,PIFL,TM/DT,Confluence,4,1,100,3,4,77.715,YELL,V,HS (PIFL); PV (PSME)
2020,September,9062020,PIFL,TM/DT,Confluence,4,1,102,3,4,77.715,YELL,V,HS (PIFL); PV (PSME)
2020,September,9062020,PIFL,TM/DT,Confluence,5,1,60,3,4,77.715,YELL,V,PQ (PIFL)
2020,September,9062020,PIFL,TM/DT,Confluence,5,2,84,3,4,77.715,YELL,V,PV (PIFL)
2020,September,9062020,PIFL,TM/DT,Confluence,5,2,59,3,4,77.715,YELL,A,
2020,October,10102020,PICO,AC/WW,Canyon,4,1,150,0,4,77.715,YELL,A,
2020,October,10102020,PIEN,AC/WW,West Thumb,1,3,150,0,4,77.715,YELL,A,
2020,October,10102020,PIEN,AC/WW,West Thumb,2,2,25,0,4,77.715,YELL,V,PQ (PIEN)
2020,October,10102020,PIAL,TM/DT,Dunraven,1,1,45,0,4,77.715,YELL,V,
2020,October,10102020,PIAL,TM/DT,Dunraven,1,1,15,0,4,77.715,YELL,V,PQ (PIEN)
2020,October,10102020,PIAL,TM/DT,Dunraven,1,1,150,0,4,77.715,YELL,A,
2020,October,10102020,PIAL,TM/DT,Dunraven,1,2,142,0,4,77.715,YELL,V,Caching (rocky slope)
2020,October,10102020,PIAL,TM/DT,Dunraven,1,2,350,0,4,77.715,YELL,V,
2020,October,10102020,PIAL,TM/DT,Dunraven,1,2,350,0,4,77.715,YELL,V,
2020,October,10102020,PIAL,TM/DT,Dunraven,1,3,37,0,4,77.715,YELL,V,Caching (PIAL)
2020,October,10102020,PIAL,TM/DT,Dunraven,1,3,37,0,4,77.715,YELL,V,Caching (PIAL)
2020,October,10102020,PIAL,TM/DT,Dunraven,1,3,100,0,4,77.715,YELL,A,
2020,October,10102020,PIAL,TM/DT,Dunraven,1,3,9,0,4,77.715,YELL,V,PQ (PIAL)
2020,October,10102020,PIAL,TM/DT,Dunraven,2,1,150,0,4,77.715,YELL,A,
2020,October,10102020,PIAL,TM/DT,Dunraven,2,1,250,0,4,77.715,YELL,A,
2020,October,10102020,PIAL,TM/DT,Dunraven,2,3,35.5,0,4,77.715,YELL,V,PQ (PIEN)
2020,October,10102020,PIAL,TM/DT,Dunraven,3,1,200,0,4,77.715,YELL,A,
2020,October,10102020,PIAL,TM/DT,Dunraven,3,1,60,0,4,77.715,YELL,A,
2020,October,10102020,PIAL,TM/DT,Dunraven,3,2,275,0,4,77.715,YELL,A,
2020,October,10102020,PIAL,TM/DT,Dunraven,3,2,275,0,4,77.715,YELL,A,
2020,October,10102020,PIAL,TM/DT,Dunraven,3,2,55,0,4,77.715,YELL,A,
2020,October,10102020,PIAL,TM/DT,Dunraven,3,3,27,0,4,77.715,YELL,V,C (PIAL)
2020,October,10102020,PIAL,TM/DT,Dunraven,3,3,21,0,4,77.715,YELL,V,PV (ABLA)
2020,October,10102020,PIAL,TM/DT,Dunraven,3,3,21,0,4,77.715,YELL,V,PV (ABLA)
2020,October,10102020,PIAL,TM/DT,Dunraven,3,3,21,0,4,77.715,YELL,V,PV (ABLA)
2020,October,10102020,PIAL,TM/DT,Dunraven,4,2,375,0,4,77.715,YELL,A,
2020,October,10102020,PIAL,TM/DT,Dunraven,5,1,6,0,4,77.715,YELL,V,PQ (PIAL)
2020,October,10102020,PIAL,TM/DT,Dunraven,5,1,41,0,4,77.715,YELL,V,PQ (SNAG)
2020,October,10102020,PIAL,TM/DT,Dunraven,5,1,150,0,4,77.715,YELL,A,
2020,October,10102020,PIAL,TM/DT,Dunraven,5,2,24,0,4,77.715,YELL,V,PQ (PIAL)
2020,October,10102020,PIAL,TM/DT,Dunraven,5,2,14,0,4,77.715,YELL,V,PQ (SNAG)
2020,October,10102020,PIAL,TM/DT,Dunraven,5,2,26,0,4,77.715,YELL,V,PQ (PIAL)
2020,October,10102020,PIAL,TM/DT,Dunraven,5,3,2,0,4,77.715,YELL,V,PQ (PIAL)
2020,October,10072020,PSME,AC/WW,Trout Lake,1,1,42,3,4,77.715,YELL,V,PV
2020,October,10072020,PSME,AC/WW,Trout Lake,1,1,42,3,4,77.715,YELL,V,PV
2020,October,10072020,PSME,AC/WW,Trout Lake,1,1,42,3,4,77.715,YELL,V,PV
2020,October,10072020,PSME,AC/WW,Trout Lake,2,1,120,3,4,77.715,YELL,A,
2020,October,10082020,PIEN,AC/WW,Baronette,1,1,200,2,4,77.715,YELL,A,
2020,October,10082020,PIEN,AC/WW,Baronette,1,2,200,2,4,77.715,YELL,A,
2020,October,10082020,PIEN,AC/WW,Baronette,2,1,54,2,4,77.715,YELL,V,PQ
2020,October,10082020,PIEN,AC/WW,Baronette,3,1,85,2,4,77.715,YELL,A,
2020,October,10082020,PIEN,AC/WW,Baronette,3,1,200,2,4,77.715,YELL,A,
2020,October,10082020,PIEN,AC/WW,Baronette,3,2,60,2,4,77.715,YELL,V,PV
2020,October,10082020,PIEN,AC/WW,Baronette,4,1,120,2,4,77.715,YELL,A,
2020,October,10082020,PIEN,AC/WW,Baronette,4,1,88,2,4,77.715,YELL,A,
2020,October,10082020,PIFL,TM/DT,Confluence,5,3,80,3,4,77.715,YELL,V,C (PIFL)
2020,October,10082020,PIFL,TM,Mammoth,1,1,100,3,4,77.715,YELL,V,PV (SNAG)
2020,October,10082020,PIFL,TM,Mammoth,1,2,180,3,4,77.715,YELL,A,
2020,October,10082020,PIFL,TM,Mammoth,4,2,28,5,4,77.715,YELL,V,PV (PIFL)
2020,October,10082020,PIFL,TM,Mammoth,4,2,28,5,4,77.715,YELL,V,PV (PIFL)
2020,October,10082020,PIFL,TM,Mammoth,4,3,115,5,4,77.715,YELL,A,
2020,October,10082020,PIFL,TM,Mammoth,5,3,175,4,4,77.715,YELL,V,PV (PIFL)
2020,October,10082020,PIFL,TM,Mammoth,5,3,175,4,4,77.715,YELL,V,PV (PIFL)
2020,October,10082020,PIFL,TM,Mammoth,5,3,38,4,4,77.715,YELL,V,PV (PSME)
2020,October,10082020,PIFL,TM,Mammoth,5,3,54,4,4,77.715,YELL,V,PV (PIFL)
2020,October,10102020,PSME,TM/DT,Bear Jam,2,1,500,1,4,77.715,YELL,A,
2020,October,10102020,PSME,TM/DT,Bear Jam,3,1,242,1,4,77.715,YELL,A,
2020,October,10102020,PSME,TM/DT,Bear Jam,5,3,250,2,4,77.715,YELL,A,
2020,September,9092020,PIAL,DT/WW,DeLacy South,5,3,100,4,4,77.715,YELL,A,
2020,October,10072020,PIAL,AC/WW,DeLacy South,3,2,100,3,4,77.715,YELL,A,
